FID,the_geom,CWP_CODE,GRIDTYPE,QUADRANT,X_COORD,Y_COORD,CWP_A,CWP_B,CWP_C,CWP_D,CWP_E,SURFACE,ON_SEA,ON_LAND,ON_LAND_P,ON_SEA_P
cwp-grid-map-5deg_x_5deg.116,"MULTIPOLYGON (((20 35, 20 40, 15 40, 15 35, 20 35)))",6115035,5deg_x_5deg,NE,37.5,17.5,6,1,15,035,,295287925493.5874,83515298799.8817,212134465888.0125,71.84,28.28
cwp-grid-map-5deg_x_5deg.117,"MULTIPOLYGON (((20 40, 20 45, 15 45, 15 40, 20 40)))",6115040,5deg_x_5deg,NE,42.5,17.5,6,1,15,040,,295287925493.5874,115057338237.1498,179868748062.1266,60.91,38.96
cwp-grid-map-5deg_x_5deg.118,"MULTIPOLYGON (((20 45, 20 50, 15 50, 15 45, 20 45)))",6115045,5deg_x_5deg,NE,47.5,17.5,6,1,15,045,,295287925493.5872,0,295287925493.5869,100,0
cwp-grid-map-5deg_x_5deg.119,"MULTIPOLYGON (((20 50, 20 55, 15 55, 15 50, 20 50)))",6115050,5deg_x_5deg,NE,52.5,17.5,6,1,15,050,,295287925493.5879,64488885474.7013,231438746393.6908,78.38,21.84
cwp-grid-map-5deg_x_5deg.120,"MULTIPOLYGON (((20 55, 20 60, 15 60, 15 55, 20 55)))",6115055,5deg_x_5deg,NE,57.5,17.5,6,1,15,055,,295287925493.5872,237195755182.7982,57452463935.984,19.46,80.33
cwp-grid-map-5deg_x_5deg.121,"MULTIPOLYGON (((20 60, 20 65, 15 65, 15 60, 20 60)))",6115060,5deg_x_5deg,NE,62.5,17.5,6,1,15,060,,295287925493.5881,295287925493.5876,0,0,100
cwp-grid-map-5deg_x_5deg.122,"MULTIPOLYGON (((20 65, 20 70, 15 70, 15 65, 20 65)))",6115065,5deg_x_5deg,NE,67.5,17.5,6,1,15,065,,295287925493.5869,295287925493.5864,0,0,100
cwp-grid-map-5deg_x_5deg.123,"MULTIPOLYGON (((20 70, 20 75, 15 75, 15 70, 20 70)))",6115070,5deg_x_5deg,NE,72.5,17.5,6,1,15,070,,295287925493.5884,190353438671.2133,104934486822.379,35.54,64.46
cwp-grid-map-5deg_x_5deg.124,"MULTIPOLYGON (((20 75, 20 80, 15 80, 15 75, 20 75)))",6115075,5deg_x_5deg,NE,77.5,17.5,6,1,15,075,,295287925493.5869,0,295287925493.5864,100,0
cwp-grid-map-5deg_x_5deg.125,"MULTIPOLYGON (((20 80, 20 85, 15 85, 15 80, 20 80)))",6115080,5deg_x_5deg,NE,82.5,17.5,6,1,15,080,,295287925493.5874,125539930304.6995,170226158549.1489,57.65,42.51
cwp-grid-map-5deg_x_5deg.126,"MULTIPOLYGON (((20 85, 20 90, 15 90, 15 85, 20 85)))",6115085,5deg_x_5deg,NE,87.5,17.5,6,1,15,085,,295287925493.5879,290096154665.4471,4713607467.8734,1.6,98.24
cwp-grid-map-5deg_x_5deg.127,"MULTIPOLYGON (((20 90, 20 95, 15 95, 15 90, 20 90)))",6115090,5deg_x_5deg,NE,92.5,17.5,6,1,15,090,,295287925493.5884,256999625377.569,38937934101.8439,13.19,87.03
cwp-grid-map-5deg_x_5deg.128,"MULTIPOLYGON (((20 95, 20 100, 15 100, 15 95, 20 95)))",6115095,5deg_x_5deg,NE,97.5,17.5,6,1,15,095,,295287925493.5864,43821733636.5536,250816557871.1997,84.94,14.84
cwp-grid-map-5deg_x_5deg.129,"MULTIPOLYGON (((20 100, 20 105, 15 105, 15 100, 20 100)))",6115100,5deg_x_5deg,NE,102.5,17.5,6,1,15,100,,295287925493.5894,0,295287925493.5894,100,0
cwp-grid-map-5deg_x_5deg.130,"MULTIPOLYGON (((20 105, 20 110, 15 110, 15 105, 20 105)))",6115105,5deg_x_5deg,NE,107.5,17.5,6,1,15,105,,295287925493.5859,155953390770.8164,140514482117.9189,47.59,52.81
cwp-grid-map-5deg_x_5deg.131,"MULTIPOLYGON (((20 110, 20 115, 15 115, 15 110, 20 110)))",6115110,5deg_x_5deg,NE,112.5,17.5,6,1,15,110,,295287925493.5869,282605011440.2028,11502966658.2412,3.9,95.7
cwp-grid-map-5deg_x_5deg.132,"MULTIPOLYGON (((20 115, 20 120, 15 120, 15 115, 20 115)))",6115115,5deg_x_5deg,NE,117.5,17.5,6,1,15,115,,295287925493.5874,294664275504.5175,1773200553.155,0.6,99.79
cwp-grid-map-5deg_x_5deg.133,"MULTIPOLYGON (((20 120, 20 125, 15 125, 15 120, 20 120)))",6115120,5deg_x_5deg,NE,122.5,17.5,6,1,15,120,,295287925493.5894,221474926929.5065,72663447999.9837,24.61,75
cwp-grid-map-5deg_x_5deg.134,"MULTIPOLYGON (((20 125, 20 130, 15 130, 15 125, 20 125)))",6115125,5deg_x_5deg,NE,127.5,17.5,6,1,15,125,,295287925493.5864,295287925493.5864,0,0,100
cwp-grid-map-5deg_x_5deg.135,"MULTIPOLYGON (((20 130, 20 135, 15 135, 15 130, 20 130)))",6115130,5deg_x_5deg,NE,132.5,17.5,6,1,15,130,,295287925493.5864,295287925493.5854,0,0,100
cwp-grid-map-5deg_x_5deg.136,"MULTIPOLYGON (((20 135, 20 140, 15 140, 15 135, 20 135)))",6115135,5deg_x_5deg,NE,137.5,17.5,6,1,15,135,,295287925493.5879,295287925493.5874,0,0,100
cwp-grid-map-5deg_x_5deg.137,"MULTIPOLYGON (((20 140, 20 145, 15 145, 15 140, 20 140)))",6115140,5deg_x_5deg,NE,142.5,17.5,6,1,15,140,,295287925493.5889,295287925493.5884,0,0,100
cwp-grid-map-5deg_x_5deg.138,"MULTIPOLYGON (((20 145, 20 150, 15 150, 15 145, 20 145)))",6115145,5deg_x_5deg,NE,147.5,17.5,6,1,15,145,,295287925493.5879,294934322574.5448,353602919.0432,0.12,99.88
cwp-grid-map-5deg_x_5deg.139,"MULTIPOLYGON (((20 150, 20 155, 15 155, 15 150, 20 150)))",6115150,5deg_x_5deg,NE,152.5,17.5,6,1,15,150,,295287925493.5879,295287925493.5869,0,0,100
cwp-grid-map-5deg_x_5deg.140,"MULTIPOLYGON (((20 155, 20 160, 15 160, 15 155, 20 155)))",6115155,5deg_x_5deg,NE,157.5,17.5,6,1,15,155,,295287925493.5859,295287925493.5859,0,0,100
cwp-grid-map-5deg_x_5deg.141,"MULTIPOLYGON (((20 160, 20 165, 15 165, 15 160, 20 160)))",6115160,5deg_x_5deg,NE,162.5,17.5,6,1,15,160,,295287925493.5869,295287925493.5879,0,0,100
cwp-grid-map-5deg_x_5deg.142,"MULTIPOLYGON (((20 165, 20 170, 15 170, 15 165, 20 165)))",6115165,5deg_x_5deg,NE,167.5,17.5,6,1,15,165,,295287925493.5869,295267670860.0698,20254633.5171,0.01,99.99
cwp-grid-map-5deg_x_5deg.143,"MULTIPOLYGON (((20 170, 20 175, 15 175, 15 170, 20 170)))",6115170,5deg_x_5deg,NE,172.5,17.5,6,1,15,170,,295287925493.5898,295287925493.5889,0,0,100
cwp-grid-map-5deg_x_5deg.144,"MULTIPOLYGON (((20 175, 20 180, 15 180, 15 175, 20 175)))",6115175,5deg_x_5deg,NE,177.5,17.5,6,1,15,175,,295287925493.5859,295287925493.5859,0,0,100
cwp-grid-map-5deg_x_5deg.145,"MULTIPOLYGON (((25 0, 25 5, 20 5, 20 0, 25 0)))",6120000,5deg_x_5deg,NE,2.5,22.5,6,1,20,000,,286045694948.6819,0,286045694948.6819,100,0
cwp-grid-map-5deg_x_5deg.146,"MULTIPOLYGON (((25 5, 25 10, 20 10, 20 5, 25 5)))",6120005,5deg_x_5deg,NE,7.5,22.5,6,1,20,005,,286045694948.6819,0,286045694948.6819,100,0
cwp-grid-map-5deg_x_5deg.147,"MULTIPOLYGON (((25 10, 25 15, 20 15, 20 10, 25 10)))",6120010,5deg_x_5deg,NE,12.5,22.5,6,1,20,010,,286045694948.6819,0,286045694948.6819,100,0
cwp-grid-map-5deg_x_5deg.148,"MULTIPOLYGON (((25 15, 25 20, 20 20, 20 15, 25 15)))",6120015,5deg_x_5deg,NE,17.5,22.5,6,1,20,015,,286045694948.6819,0,286045694948.6819,100,0
cwp-grid-map-5deg_x_5deg.149,"MULTIPOLYGON (((25 20, 25 25, 20 25, 20 20, 25 20)))",6120020,5deg_x_5deg,NE,22.5,22.5,6,1,20,020,,286045694948.6819,0,286045694948.6819,100,0
cwp-grid-map-5deg_x_5deg.150,"MULTIPOLYGON (((25 25, 25 30, 20 30, 20 25, 25 25)))",6120025,5deg_x_5deg,NE,27.5,22.5,6,1,20,025,,286045694948.682,0,286045694948.6821,100,0
cwp-grid-map-5deg_x_5deg.151,"MULTIPOLYGON (((25 30, 25 35, 20 35, 20 30, 25 30)))",6120030,5deg_x_5deg,NE,32.5,22.5,6,1,20,030,,286045694948.6819,55128641.3221,286050111523.3954,100,0.02
cwp-grid-map-5deg_x_5deg.152,"MULTIPOLYGON (((25 35, 25 40, 20 40, 20 35, 25 35)))",6120035,5deg_x_5deg,NE,37.5,22.5,6,1,20,035,,286045694948.6819,143962486749.7199,142120075203.5388,49.68,50.33
cwp-grid-map-5deg_x_5deg.153,"MULTIPOLYGON (((25 40, 25 45, 20 45, 20 40, 25 40)))",6120040,5deg_x_5deg,NE,42.5,22.5,6,1,20,040,,286045694948.6824,831863947.704,285117418780.3646,99.68,0.29
cwp-grid-map-5deg_x_5deg.154,"MULTIPOLYGON (((25 45, 25 50, 20 50, 20 45, 25 45)))",6120045,5deg_x_5deg,NE,47.5,22.5,6,1,20,045,,286045694948.6816,0,286045694948.6814,100,0
cwp-grid-map-5deg_x_5deg.155,"MULTIPOLYGON (((25 50, 25 55, 20 55, 20 50, 25 50)))",6120050,5deg_x_5deg,NE,52.5,22.5,6,1,20,050,,286045694948.6826,31380429266.6668,254679103902.7964,89.03,10.97
cwp-grid-map-5deg_x_5deg.156,"MULTIPOLYGON (((25 55, 25 60, 20 60, 20 55, 25 55)))",6120055,5deg_x_5deg,NE,57.5,22.5,6,1,20,055,,286045694948.6814,87030811951.9099,199001044775.9928,69.57,30.43
cwp-grid-map-5deg_x_5deg.157,"MULTIPOLYGON (((25 60, 25 65, 20 65, 20 60, 25 60)))",6120060,5deg_x_5deg,NE,62.5,22.5,6,1,20,060,,286045694948.6821,286045694948.6824,0,0,100
cwp-grid-map-5deg_x_5deg.158,"MULTIPOLYGON (((25 65, 25 70, 20 70, 20 65, 25 65)))",6120065,5deg_x_5deg,NE,67.5,22.5,6,1,20,065,,286045694948.6816,227516159567.9086,59554756857.3731,20.82,79.54
cwp-grid-map-5deg_x_5deg.159,"MULTIPOLYGON (((25 70, 25 75, 20 75, 20 70, 25 70)))",6120070,5deg_x_5deg,NE,72.5,22.5,6,1,20,070,,286045694948.6831,37576959237.0624,247443514235.0246,86.5,13.14
cwp-grid-map-5deg_x_5deg.160,"MULTIPOLYGON (((25 75, 25 80, 20 80, 20 75, 25 75)))",6120075,5deg_x_5deg,NE,77.5,22.5,6,1,20,075,,286045694948.6807,0,286045694948.6807,100,0
cwp-grid-map-5deg_x_5deg.161,"MULTIPOLYGON (((25 80, 25 85, 20 85, 20 80, 25 80)))",6120080,5deg_x_5deg,NE,82.5,22.5,6,1,20,080,,286045694948.6821,0,286045694948.6826,100,0
cwp-grid-map-5deg_x_5deg.162,"MULTIPOLYGON (((25 85, 25 90, 20 90, 20 85, 25 85)))",6120085,5deg_x_5deg,NE,87.5,22.5,6,1,20,085,,286045694948.6821,64282248704.7606,222845426091.4322,77.91,22.47
cwp-grid-map-5deg_x_5deg.163,"MULTIPOLYGON (((25 90, 25 95, 20 95, 20 90, 25 90)))",6120090,5deg_x_5deg,NE,92.5,22.5,6,1,20,090,,286045694948.6821,59243946173.9496,225719768927.2143,78.91,20.71
cwp-grid-map-5deg_x_5deg.164,"MULTIPOLYGON (((25 95, 25 100, 20 100, 20 95, 25 95)))",6120095,5deg_x_5deg,NE,97.5,22.5,6,1,20,095,,286045694948.6816,0,286045694948.6812,100,0
cwp-grid-map-5deg_x_5deg.165,"MULTIPOLYGON (((25 100, 25 105, 20 105, 20 100, 25 100)))",6120100,5deg_x_5deg,NE,102.5,22.5,6,1,20,100,,286045694948.6836,0,286045694948.6836,100,0
cwp-grid-map-5deg_x_5deg.166,"MULTIPOLYGON (((25 105, 25 110, 20 110, 20 105, 25 105)))",6120105,5deg_x_5deg,NE,107.5,22.5,6,1,20,105,,286045694948.6816,51373847758.3172,235113463818.9819,82.19,17.96
cwp-grid-map-5deg_x_5deg.167,"MULTIPOLYGON (((25 110, 25 115, 20 115, 20 110, 25 110)))",6120110,5deg_x_5deg,NE,112.5,22.5,6,1,20,110,,286045694948.6816,104656646160.5966,182353869470.153,63.75,36.59
cwp-grid-map-5deg_x_5deg.168,"MULTIPOLYGON (((25 115, 25 120, 20 120, 20 115, 25 115)))",6120115,5deg_x_5deg,NE,117.5,22.5,6,1,20,115,,286045694948.6812,220898816823.8127,63740440814.1801,22.28,77.23
cwp-grid-map-5deg_x_5deg.169,"MULTIPOLYGON (((25 120, 25 125, 20 125, 20 120, 25 120)))",6120120,5deg_x_5deg,NE,122.5,22.5,6,1,20,120,,286045694948.6831,250651667627.4717,35394027321.2129,12.37,87.63
cwp-grid-map-5deg_x_5deg.170,"MULTIPOLYGON (((25 125, 25 130, 20 130, 20 125, 25 125)))",6120125,5deg_x_5deg,NE,127.5,22.5,6,1,20,125,,286045694948.6807,285850872183.0766,194822765.6046,0.07,99.93
cwp-grid-map-5deg_x_5deg.171,"MULTIPOLYGON (((25 130, 25 135, 20 135, 20 130, 25 130)))",6120130,5deg_x_5deg,NE,132.5,22.5,6,1,20,130,,286045694948.6816,286044538603.4902,1156345.1915,0,100
cwp-grid-map-5deg_x_5deg.172,"MULTIPOLYGON (((25 135, 25 140, 20 140, 20 135, 25 135)))",6120135,5deg_x_5deg,NE,137.5,22.5,6,1,20,135,,286045694948.6816,286045694948.6816,0,0,100
cwp-grid-map-5deg_x_5deg.173,"MULTIPOLYGON (((25 140, 25 145, 20 145, 20 140, 25 140)))",6120140,5deg_x_5deg,NE,142.5,22.5,6,1,20,140,,286045694948.6826,286018005013.8415,27689934.8411,0.01,99.99
cwp-grid-map-5deg_x_5deg.174,"MULTIPOLYGON (((25 145, 25 150, 20 150, 20 145, 25 145)))",6120145,5deg_x_5deg,NE,147.5,22.5,6,1,20,145,,286045694948.6836,286038841375.8373,6853572.8463,0,100
cwp-grid-map-5deg_x_5deg.175,"MULTIPOLYGON (((25 150, 25 155, 20 155, 20 150, 25 150)))",6120150,5deg_x_5deg,NE,152.5,22.5,6,1,20,150,,286045694948.6816,286044322048.2858,1372900.3959,0,100
cwp-grid-map-5deg_x_5deg.176,"MULTIPOLYGON (((25 155, 25 160, 20 160, 20 155, 25 155)))",6120155,5deg_x_5deg,NE,157.5,22.5,6,1,20,155,,286045694948.6797,286045694948.6797,0,0,100
cwp-grid-map-5deg_x_5deg.177,"MULTIPOLYGON (((25 160, 25 165, 20 165, 20 160, 25 160)))",6120160,5deg_x_5deg,NE,162.5,22.5,6,1,20,160,,286045694948.6816,286045694948.6816,0,0,100
cwp-grid-map-5deg_x_5deg.178,"MULTIPOLYGON (((25 165, 25 170, 20 170, 20 165, 25 165)))",6120165,5deg_x_5deg,NE,167.5,22.5,6,1,20,165,,286045694948.6826,286045694948.6836,0,0,100
cwp-grid-map-5deg_x_5deg.179,"MULTIPOLYGON (((25 170, 25 175, 20 175, 20 170, 25 170)))",6120170,5deg_x_5deg,NE,172.5,22.5,6,1,20,170,,286045694948.6826,286045694948.6846,0,0,100
cwp-grid-map-5deg_x_5deg.180,"MULTIPOLYGON (((25 175, 25 180, 20 180, 20 175, 25 175)))",6120175,5deg_x_5deg,NE,177.5,22.5,6,1,20,175,,286045694948.6807,286045694948.6807,0,0,100
cwp-grid-map-5deg_x_5deg.181,"MULTIPOLYGON (((30 0, 30 5, 25 5, 25 0, 30 0)))",6125000,5deg_x_5deg,NE,2.5,27.5,6,1,25,000,,274625399068.5916,0,274625399068.5916,100,0
cwp-grid-map-5deg_x_5deg.182,"MULTIPOLYGON (((30 5, 30 10, 25 10, 25 5, 30 5)))",6125005,5deg_x_5deg,NE,7.5,27.5,6,1,25,005,,274625399068.5916,0,274625399068.5916,100,0
cwp-grid-map-5deg_x_5deg.183,"MULTIPOLYGON (((30 10, 30 15, 25 15, 25 10, 30 10)))",6125010,5deg_x_5deg,NE,12.5,27.5,6,1,25,010,,274625399068.5916,0,274625399068.5916,100,0
cwp-grid-map-5deg_x_5deg.184,"MULTIPOLYGON (((30 15, 30 20, 25 20, 25 15, 30 15)))",6125015,5deg_x_5deg,NE,17.5,27.5,6,1,25,015,,274625399068.5916,0,274625399068.5917,100,0
cwp-grid-map-5deg_x_5deg.185,"MULTIPOLYGON (((30 20, 30 25, 25 25, 25 20, 30 20)))",6125020,5deg_x_5deg,NE,22.5,27.5,6,1,25,020,,274625399068.5916,0,274625399068.5915,100,0
cwp-grid-map-5deg_x_5deg.186,"MULTIPOLYGON (((30 25, 30 30, 25 30, 25 25, 30 25)))",6125025,5deg_x_5deg,NE,27.5,27.5,6,1,25,025,,274625399068.5917,0,274625399068.5918,100,0
cwp-grid-map-5deg_x_5deg.187,"MULTIPOLYGON (((30 30, 30 35, 25 35, 25 30, 30 30)))",6125030,5deg_x_5deg,NE,32.5,27.5,6,1,25,030,,274625399068.5916,38362913563.7266,236695996890.4272,86.19,13.97
cwp-grid-map-5deg_x_5deg.188,"MULTIPOLYGON (((30 35, 30 40, 25 40, 25 35, 30 35)))",6125035,5deg_x_5deg,NE,37.5,27.5,6,1,25,035,,274625399068.5917,42767867869.6635,231424019813.3661,84.27,15.57
cwp-grid-map-5deg_x_5deg.189,"MULTIPOLYGON (((30 40, 30 45, 25 45, 25 40, 30 40)))",6125040,5deg_x_5deg,NE,42.5,27.5,6,1,25,040,,274625399068.5923,0,274625399068.5922,100,0
cwp-grid-map-5deg_x_5deg.190,"MULTIPOLYGON (((30 45, 30 50, 25 50, 25 45, 30 45)))",6125045,5deg_x_5deg,NE,47.5,27.5,6,1,25,045,,274625399068.5908,46389852350.3491,228848816259.1588,83.33,16.89
cwp-grid-map-5deg_x_5deg.191,"MULTIPOLYGON (((30 50, 30 55, 25 55, 25 50, 30 50)))",6125050,5deg_x_5deg,NE,52.5,27.5,6,1,25,050,,274625399068.5923,136306580868.0777,138313348476.2463,50.36,49.63
cwp-grid-map-5deg_x_5deg.192,"MULTIPOLYGON (((30 55, 30 60, 25 60, 25 55, 30 55)))",6125055,5deg_x_5deg,NE,57.5,27.5,6,1,25,055,,274625399068.5911,53862928185.3437,220365043189.3718,80.24,19.61
cwp-grid-map-5deg_x_5deg.193,"MULTIPOLYGON (((30 60, 30 65, 25 65, 25 60, 30 60)))",6125060,5deg_x_5deg,NE,62.5,27.5,6,1,25,060,,274625399068.592,14395070632.8568,260215916703.4011,94.75,5.24
cwp-grid-map-5deg_x_5deg.194,"MULTIPOLYGON (((30 65, 30 70, 25 70, 25 65, 30 65)))",6125065,5deg_x_5deg,NE,67.5,27.5,6,1,25,065,,274625399068.5913,7697764263.1068,266731674415.0469,97.13,2.8
cwp-grid-map-5deg_x_5deg.195,"MULTIPOLYGON (((30 70, 30 75, 25 75, 25 70, 30 70)))",6125070,5deg_x_5deg,NE,72.5,27.5,6,1,25,070,,274625399068.593,0,274625399068.5933,100,0
cwp-grid-map-5deg_x_5deg.196,"MULTIPOLYGON (((30 75, 30 80, 25 80, 25 75, 30 75)))",6125075,5deg_x_5deg,NE,77.5,27.5,6,1,25,075,,274625399068.5901,0,274625399068.5901,100,0
cwp-grid-map-5deg_x_5deg.197,"MULTIPOLYGON (((30 80, 30 85, 25 85, 25 80, 30 80)))",6125080,5deg_x_5deg,NE,82.5,27.5,6,1,25,080,,274625399068.5918,0,274625399068.5916,100,0
cwp-grid-map-5deg_x_5deg.198,"MULTIPOLYGON (((30 85, 30 90, 25 90, 25 85, 30 85)))",6125085,5deg_x_5deg,NE,87.5,27.5,6,1,25,085,,274625399068.5928,0,274625399068.5928,100,0
cwp-grid-map-5deg_x_5deg.199,"MULTIPOLYGON (((30 90, 30 95, 25 95, 25 90, 30 90)))",6125090,5deg_x_5deg,NE,92.5,27.5,6,1,25,090,,274625399068.5913,0,274625399068.5918,100,0
cwp-grid-map-5deg_x_5deg.200,"MULTIPOLYGON (((30 95, 30 100, 25 100, 25 95, 30 95)))",6125095,5deg_x_5deg,NE,97.5,27.5,6,1,25,095,,274625399068.5898,0,274625399068.5903,100,0
cwp-grid-map-5deg_x_5deg.201,"MULTIPOLYGON (((30 100, 30 105, 25 105, 25 100, 30 100)))",6125100,5deg_x_5deg,NE,102.5,27.5,6,1,25,100,,274625399068.5928,0,274625399068.5928,100,0
cwp-grid-map-5deg_x_5deg.202,"MULTIPOLYGON (((30 105, 30 110, 25 110, 25 105, 30 105)))",6125105,5deg_x_5deg,NE,107.5,27.5,6,1,25,105,,274625399068.5918,0,274625399068.5918,100,0
cwp-grid-map-5deg_x_5deg.203,"MULTIPOLYGON (((30 110, 30 115, 25 115, 25 110, 30 110)))",6125110,5deg_x_5deg,NE,112.5,27.5,6,1,25,110,,274625399068.5913,0,274625399068.5908,100,0
cwp-grid-map-5deg_x_5deg.204,"MULTIPOLYGON (((30 115, 30 120, 25 120, 25 115, 30 115)))",6125115,5deg_x_5deg,NE,117.5,27.5,6,1,25,115,,274625399068.5913,9356465440.5074,266718978276.7729,97.12,3.41
cwp-grid-map-5deg_x_5deg.205,"MULTIPOLYGON (((30 120, 30 125, 25 125, 25 120, 30 120)))",6125120,5deg_x_5deg,NE,122.5,27.5,6,1,25,120,,274625399068.5928,227756879538.3576,45418474881.5442,16.54,82.93
cwp-grid-map-5deg_x_5deg.206,"MULTIPOLYGON (((30 125, 30 130, 25 130, 25 125, 30 125)))",6125125,5deg_x_5deg,NE,127.5,27.5,6,1,25,125,,274625399068.5913,273316242504.8018,2788081113.8256,1.02,99.52
cwp-grid-map-5deg_x_5deg.207,"MULTIPOLYGON (((30 130, 30 135, 25 135, 25 130, 30 130)))",6125130,5deg_x_5deg,NE,132.5,27.5,6,1,25,130,,274625399068.5918,273088298983.1591,58175535.3964,0.02,99.44
cwp-grid-map-5deg_x_5deg.208,"MULTIPOLYGON (((30 135, 30 140, 25 140, 25 135, 30 135)))",6125135,5deg_x_5deg,NE,137.5,27.5,6,1,25,135,,274625399068.5908,274625399068.5908,0,0,100
cwp-grid-map-5deg_x_5deg.209,"MULTIPOLYGON (((30 140, 30 145, 25 145, 25 140, 30 140)))",6125140,5deg_x_5deg,NE,142.5,27.5,6,1,25,140,,274625399068.5933,274547049493.3056,78349575.2871,0.03,99.97
cwp-grid-map-5deg_x_5deg.210,"MULTIPOLYGON (((30 145, 30 150, 25 150, 25 145, 30 145)))",6125145,5deg_x_5deg,NE,147.5,27.5,6,1,25,145,,274625399068.5933,274625399068.5933,0,0,100
cwp-grid-map-5deg_x_5deg.211,"MULTIPOLYGON (((30 150, 30 155, 25 155, 25 150, 30 150)))",6125150,5deg_x_5deg,NE,152.5,27.5,6,1,25,150,,274625399068.5898,274625399068.5903,0,0,100
cwp-grid-map-5deg_x_5deg.212,"MULTIPOLYGON (((30 155, 30 160, 25 160, 25 155, 30 155)))",6125155,5deg_x_5deg,NE,157.5,27.5,6,1,25,155,,274625399068.5903,274625399068.5903,0,0,100
cwp-grid-map-5deg_x_5deg.213,"MULTIPOLYGON (((30 160, 30 165, 25 165, 25 160, 30 160)))",6125160,5deg_x_5deg,NE,162.5,27.5,6,1,25,160,,274625399068.5918,274625399068.5913,0,0,100
cwp-grid-map-5deg_x_5deg.214,"MULTIPOLYGON (((30 165, 30 170, 25 170, 25 165, 30 165)))",6125165,5deg_x_5deg,NE,167.5,27.5,6,1,25,165,,274625399068.5918,274625399068.5918,0,0,100
cwp-grid-map-5deg_x_5deg.215,"MULTIPOLYGON (((30 170, 30 175, 25 175, 25 170, 30 170)))",6125170,5deg_x_5deg,NE,172.5,27.5,6,1,25,170,,274625399068.5928,274625399068.5918,0,0,100
cwp-grid-map-5deg_x_5deg.216,"MULTIPOLYGON (((30 175, 30 180, 25 180, 25 175, 30 175)))",6125175,5deg_x_5deg,NE,177.5,27.5,6,1,25,175,,274625399068.5938,274625399068.5928,0,0,100
cwp-grid-map-5deg_x_5deg.217,"MULTIPOLYGON (((35 0, 35 5, 30 5, 30 0, 35 0)))",6130000,5deg_x_5deg,NE,2.5,32.5,6,1,30,000,,261113874185.0391,0,261113874185.0391,100,0
cwp-grid-map-5deg_x_5deg.218,"MULTIPOLYGON (((35 5, 35 10, 30 10, 30 5, 35 5)))",6130005,5deg_x_5deg,NE,7.5,32.5,6,1,30,005,,261113874185.0391,0,261113874185.0391,100,0
cwp-grid-map-5deg_x_5deg.219,"MULTIPOLYGON (((35 10, 35 15, 30 15, 30 10, 35 10)))",6130010,5deg_x_5deg,NE,12.5,32.5,6,1,30,010,,261113874185.0391,96207723449.4881,165100518241.9198,63.23,36.85
cwp-grid-map-5deg_x_5deg.220,"MULTIPOLYGON (((35 15, 35 20, 30 20, 30 15, 35 15)))",6130015,5deg_x_5deg,NE,17.5,32.5,6,1,30,015,,261113874185.0391,207546049375.6501,53643519709.0742,20.54,79.48
cwp-grid-map-5deg_x_5deg.221,"MULTIPOLYGON (((35 20, 35 25, 30 25, 30 20, 35 20)))",6130020,5deg_x_5deg,NE,22.5,32.5,6,1,30,020,,261113874185.0389,131007278805.762,130151493542.1029,49.84,50.17
cwp-grid-map-5deg_x_5deg.222,"MULTIPOLYGON (((35 25, 35 30, 30 30, 30 25, 35 25)))",6130025,5deg_x_5deg,NE,27.5,32.5,6,1,30,025,,261113874185.0391,193105463023.3489,67988252903.746,26.04,73.95
cwp-grid-map-5deg_x_5deg.223,"MULTIPOLYGON (((35 30, 35 35, 30 35, 30 30, 35 30)))",6130030,5deg_x_5deg,NE,32.5,32.5,6,1,30,030,,261113874185.0388,184338827614.0222,76927024898.9654,29.46,70.6
cwp-grid-map-5deg_x_5deg.224,"MULTIPOLYGON (((35 35, 35 40, 30 40, 30 35, 35 35)))",6130035,5deg_x_5deg,NE,37.5,32.5,6,1,30,035,,261113874185.0393,11954094921.8847,248712998624.2714,95.25,4.58
cwp-grid-map-5deg_x_5deg.225,"MULTIPOLYGON (((35 40, 35 45, 30 45, 30 40, 35 40)))",6130040,5deg_x_5deg,NE,42.5,32.5,6,1,30,040,,261113874185.0393,0,261113874185.0391,100,0
cwp-grid-map-5deg_x_5deg.226,"MULTIPOLYGON (((35 45, 35 50, 30 50, 30 45, 35 45)))",6130045,5deg_x_5deg,NE,47.5,32.5,6,1,30,045,,261113874185.0388,2351681473.0233,258868178960.5422,99.14,0.9
cwp-grid-map-5deg_x_5deg.227,"MULTIPOLYGON (((35 50, 35 55, 30 55, 30 50, 35 50)))",6130050,5deg_x_5deg,NE,52.5,32.5,6,1,30,050,,261113874185.0393,282514150.2353,260725373786.2774,99.85,0.11
cwp-grid-map-5deg_x_5deg.228,"MULTIPOLYGON (((35 55, 35 60, 30 60, 30 55, 35 55)))",6130055,5deg_x_5deg,NE,57.5,32.5,6,1,30,055,,261113874185.0391,0,261113874185.0388,100,0
cwp-grid-map-5deg_x_5deg.229,"MULTIPOLYGON (((35 60, 35 65, 30 65, 30 60, 35 60)))",6130060,5deg_x_5deg,NE,62.5,32.5,6,1,30,060,,261113874185.0393,0,261113874185.0391,100,0
cwp-grid-map-5deg_x_5deg.230,"MULTIPOLYGON (((35 65, 35 70, 30 70, 30 65, 35 65)))",6130065,5deg_x_5deg,NE,67.5,32.5,6,1,30,065,,261113874185.0386,0,261113874185.0383,100,0
